Questions,Responses
"In your opinion, what worked well?","Setting up RStudio and Git is a prerequisite for the course, and you made sure that everyone did that right. I found the introduction to Git very useful."
"In your opinion, what worked well?","That everyone has all the programs updated before starting the course, that the purpose of the course is clear, that what is not covered is also clear."
"In your opinion, what worked well?",The exposition of the pre-course tasks was very detailed and applicable.
"In your opinion, what worked well?","The installation process worked well, and the introduction provided useful information."
"In your opinion, what worked well?",The pre-course material was easy to follow and the video links were very helpful.  Useful links and reading material were provided which one can go over on their own pace to let it sink in.
"In your opinion, what worked well?",The pre-course task was organized very well. It was mostly very easy to get through.
"In your opinion, what worked well?",The tasks were well described and will save us valuable time during the course
"In your opinion, what worked well?",The videos and material are very informative.
"In your opinion, what worked well?",The workflow was very well organised and helped me to follow the instructions easily.
"In your opinion, what worked well?",Very well explained descriptions of how to do the tasks. The videos are very useful when participants are not acquainted with R before the course.
"In your opinion, what worked well?",Yes
Why do you want to attend this course?,1) Learn R coding and learn to produce nice looking figures in R. 2) Learn Github and be inspired to change how I handle document versions.
Why do you want to attend this course?,Become more confident in R and to learn more about effective project management
Why do you want to attend this course?,data analysis using R
Why do you want to attend this course?,I am interesting in learning advanced methods in managing my data and learn how to perform reproducible data analysis
Why do you want to attend this course?,I believe that this course will be a good start point to learn how to properly handle with my own mass spectrometry data
Why do you want to attend this course?,"I need to learn a statistic program for analysing my data collected in my PhD project. I have been recommended to use R, and I think that is the right way to go."
Why do you want to attend this course?,I wan to learn R for to be able to do statistical analysis and for use in my research.
Why do you want to attend this course?,"I want to be able to analyze and visualize my data in R, in order to be more reproducible and well explained."
Why do you want to attend this course?,I want to become better at analyzing my data. Also use some packages and tools that require R knowledge
Why do you want to attend this course?,I want to get familiar with R and be able to use the program for statistical purposes related to my research. I believe that open source is the future and it opens up for many more opportunities than other commercial statistical programs.
Why do you want to attend this course?,I want to learn about statistical analysis using R
Why do you want to attend this course?,I want to learn in more detail about analysis and visualization of the data in R.
Why do you want to attend this course?,I want to learn to use R for my research projects.
Why do you want to attend this course?,I would like to learn fundamental tools and skills for conducting a reproducible and modern analysis for a research project
Why do you want to attend this course?,I would like to learn how to make interesting plots
Why do you want to attend this course?,"I would like to learn how to use R, and my primary intention would be to use to analyse RNA-seq data(s)"
Why do you want to attend this course?,Improve my data visualisation skills
Why do you want to attend this course?,improve my programing skills
Why do you want to attend this course?,improving skils
Why do you want to attend this course?,learn more on R
Why do you want to attend this course?,Learn new ways to probe and handle large datasets in proteomics / automate frequently-used workflows.
Why do you want to attend this course?,Most important reason is to get an introduction on how to start using R.
Why do you want to attend this course?,To be able to get better at R and creating scripts with code I can reuse in other project
Why do you want to attend this course?,To be better at R and data analysis
Why do you want to attend this course?,"To get familiar with an open and reproducible data analysis workflow and to learn how to use R ""in the right way"" from the beginning."
Why do you want to attend this course?,To get familiar with R and be able to use it for multi-omics data analysis.
Why do you want to attend this course?,To kick-start my own data analysis
Why do you want to attend this course?,To learn about R for future use. I have not done data analyses for two years and I see the course as an opportunity to get back on track again (using R instead of STATA). I am aware that the course is not a statistical course.
Why do you want to attend this course?,"To learn the basics of using R, so I have af fundament to can get started on the statistical work with my own data."
Why do you want to attend this course?,"Understand R results output and learn how to do statistics with R. Now, after the pre-course, I am also very curious about Git, I never heard of it before."
