Questions,Responses
"In your opinion, what could be improved?","It would be good if the material contains a section of ""possible errors/mistakes"" during the preparation"
"In your opinion, what could be improved?","List of participants of the course (incl. institutions), maybe shared by email"
"In your opinion, what could be improved?",Maybe a phone number that you could call when all he problems comes up instead of an email adresse.
"In your opinion, what could be improved?",maybe having more pre-course tasks!
"In your opinion, what could be improved?",maybe som audio on the small videos could replace some of the text or it could be in addition to the text.
"In your opinion, what could be improved?","NA"
"In your opinion, what could be improved?",Nil
"In your opinion, what could be improved?",No comments. It all worked well
"In your opinion, what could be improved?",no suggestion so far
"In your opinion, what could be improved?",none
"In your opinion, what could be improved?",Nothing
"In your opinion, what could be improved?",Nothing that I can think of at this stage.
"In your opinion, what could be improved?",nothing:-)
"In your opinion, what could be improved?",Remainders of pre-course tasks
"In your opinion, what could be improved?","The code of conduct was very ""American"" style and maybe not that relevant in a Danish research setting"
"In your opinion, what could be improved?",The GIFS were cool but sometimes I couldn't tell where the start point was
"In your opinion, what could be improved?","There were a lot of different links, opening a lot of internet tabs. Sometimes it was difficult to figure out where to find what. And for those of us with system administrated computers, we really have no control over the versions of R and Rstudio"
"In your opinion, what could be improved?",You can develop a video to explain the pre-course task
"In your opinion, what worked well?",All
"In your opinion, what worked well?",All instructions were simple and easy to apply.
"In your opinion, what worked well?","At first, i couldn't install the package due to some obscure pc settings. Luckily, my wife is an economist and a data wiz - so she fixed it for me."
"In your opinion, what worked well?","At man får lov til at snuse til kodespriget, grundigt vejledt af GIF´s"
"In your opinion, what worked well?",embedded links step-by-step instructions
"In your opinion, what worked well?",Everything looked god and I am looking forward
"In your opinion, what worked well?",Everything worked well.
"In your opinion, what worked well?","Good text descriptions and nice that the codes are included so it can be copy-pasted into R-studio. 
Good idea to let everyone see what and how to install necessary programs before the course, so we don't spend time on this in the actual course."
"In your opinion, what worked well?","good to get familiar with Rstudio, with the gifs"
"In your opinion, what worked well?","I succeeded to install all programs, even though we have some problems with administrator rights in the RegionH. It is great to have the gifs with the screenshots. It is also very convenient to have the webpage with the entire program available beforehand. My colleage enquired about the administrative/ R version issues and that was immediately taken up on the webpage."
"In your opinion, what worked well?",I think it was very easy to follow the instructions when downloading the R packages
"In your opinion, what worked well?",I think the tasks are clearly described and easy to follow
"In your opinion, what worked well?",Interactive GIF images that describe required tasks
"In your opinion, what worked well?","It was a nice guidance with combined gifs, texts, and practical assignments."
"In your opinion, what worked well?",It was a very easy-to-follow manual. And I had no trouble downloading GIT although working on a windows computer
"In your opinion, what worked well?",It was very easy to understand what to do and follow the instructions in the pre-couse material. The small videos (eg. on to install packages) worked very well.
"In your opinion, what worked well?","Most of it - if you have right to install programs on your computer (I have but many of my collegues don't). I have R and Rstudio from our softwareshop at my working place, and the newest versions are not the newest available, but I will keep those i have from our softwareshop."
"In your opinion, what worked well?","No problems, but took some time to understand and implement"
"In your opinion, what worked well?",Overall chapter 2 is very pedagogical and it is easy to overlook the text.
"In your opinion, what worked well?",The course seems well thought out. It definitely helps to know the softwares (especially the versions) required for the course and ensuring that they are preinstalled before we start the course.
"In your opinion, what worked well?","the description and figures to intall and set up R, Rstudio and Git"
"In your opinion, what worked well?",The gifs / movies that show how to install certain things.
"In your opinion, what worked well?",The GIFs were a great way to ensure I was on the right track.
"In your opinion, what worked well?",The GIFs worked very well. Easy overview.
"In your opinion, what worked well?",The installation explanation with codes that you could copy to clipboard.
"In your opinion, what worked well?","The instruction is very clear and easy understanding, it is also user friendly with examples and gif."
"In your opinion, what worked well?",The instructions are clear
"In your opinion, what worked well?","The instructions of the exercises were clear, and the videos clarified the details"
"In your opinion, what worked well?","The instructions were all clear and I particularly liked the gifs for added help. All the links in the instructions were also very helpful, making the process smooth."
"In your opinion, what worked well?",The material for the pre-course is easy to follow
"In your opinion, what worked well?","The web-page is very well written.  However, I could not download the latest version of R. I have asked the administrators to make the latest version available but it takes several weeks to do so... I also had problems with the initial task because my computer did not have Rtools but that was solved. I hope the course will be possible even though it is not the latest version..."
"In your opinion, what worked well?",very clear and straightforward
"In your opinion, what worked well?",Very detailed and thorough walk through of the installations and course outline
"In your opinion, what worked well?","Very pedagogical language, easy to understand"
"In your opinion, what worked well?","yes, it work well but have a little trouble with Git"
Why do you want to attend this course?,"1. I would like to be able to calculate time in range, time in hypo and time in hyper in the continuos glucose monitoring measurements that I have collected in my clinical study.
2. I want to learn a code on how to find a certain time in an excel column or row and calculate for exampel time in range for that certain time-period.  
3. I also want to learn simple statistics like mean etc...
4. I want enough knowledge to be able to correctly ask about codes/commands in a R-chat group. (Show where to go to get help and to continue learning modern data analysis skills.)
5. I absolutely want to learn *the fundamental tools and skills for conducting a reproducible and modern analysis for a research project.*"
Why do you want to attend this course?,"Basic analytical skills performed in R, data visualization, and reproductive research."
Why do you want to attend this course?,"Basic knowledge about and skills in R. To be able to do basic analyses af data in R on my own, and have a overview of the different functions in R."
Why do you want to attend this course?,Basic programming in R
Why do you want to attend this course?,"data analysis, visualization of omics data. Be familiar with Github and the resources."
Why do you want to attend this course?,"Do diffirent kind of analysis and save the log-file and results in various formats (datasets, excel, word, figures)"
Why do you want to attend this course?,Doing data preparation in R and getting a better understanding of how R works
Why do you want to attend this course?,Fundamental tools and skills for conducting analyses for a research project with use of R.
Why do you want to attend this course?,"How can I use R in my data analysis? I am doing transcriptomics, but through our bioinformation, I like to be able to do or understand myself"
Why do you want to attend this course?,"I expect R to less of a mystery. I have worked very little with R, but it involved following a script from a colleague. Although I completely trust my colleague, I would like to be able to trouble-shot myself when necessary and to discuss the script and the analysis we're doing while also being capable of using R independently in my future data analysis"
Why do you want to attend this course?,I expect to be able to run simple to more advanced analysis after the course and that the course will increase my skills and interest for statistical computing
Why do you want to attend this course?,"I expect to get a good introduction and basic skills in R, and to be inspired to conduct my future analysis and research in the programme."
Why do you want to attend this course?,"I expect to get familiar with methods for data management and analyses in R, and I hope to be able to use these in my work when the course is over."
Why do you want to attend this course?,I expect to get more familiar with R and get information on how to use R in a way where  analyses will be more reproducible
Why do you want to attend this course?,"I expect to learn a little more about how to use R in a good way, in order to do reproducible data analysis"
Why do you want to attend this course?,I expect to learn basics in how to program in R to analyse data from my PhD project
Why do you want to attend this course?,I expect to learn coding basics and also the work flows. I hope to process and analyze my own RNAseq data and and also available RNAseq and gene expression array datasets in public databases.
Why do you want to attend this course?,"I have never used tidyverse, so I would like to learn it. I would like to use R more effectively and efficiently for my analysis."
Why do you want to attend this course?,I hope to be able to do EWAS (epigenome-wide association studies) on my own - without being totally dependent on bioinformations:-)
Why do you want to attend this course?,I hope to get an understanding how R works and how I can use it in my project. I hope that I will understand the basics and know where I can learn more about it later.
Why do you want to attend this course?,"I hope to learn what is R, what can it do and how can it be used for data analysis and presentation (in my working area)
After the course I would like to be able to do some basic analyses with R and understand enough about it, so that I can learn more by myself."
Why do you want to attend this course?,"I want to learn about I can track any changes to my analysis files, and How can I write reports to describe my data analyses in a reproducible way."
Why do you want to attend this course?,I would like to be familiar with R and to know how to find and use information I need to conduct data analyses in R
Why do you want to attend this course?,I would like to learn the basics of data analysis and visualisation with R to work with my proteomics data independently of statistics software.
Why do you want to attend this course?,I would like to perform reproducible data analysis in R and produce publication-quality data visualizations.
Why do you want to attend this course?,I would like to use R as a default for analysing the data sets I obtain from my work projects
Why do you want to attend this course?,"In general, I am looking to improve my skills in using R to perform statistical analysis. More specifically, I am hoping to learn new skills for managing larger projects using repositories etc. when I am having to collaborate with lots of other researchers/data analysts."
Why do you want to attend this course?,"Introduction to R. Be able to switch to R when analysing data where R packages are available, especially graphical output"
Why do you want to attend this course?,Jeg håber at blive klar til grundige analyser af epidemiologisk data indhentet via surveys evt. krydset med registerdata
Why do you want to attend this course?,"Learn how to and be able to use R and learn the coding language
Learn how to and be able to handle data, datamanagement, and how to save and document the work, so it will be easy to access later on.
Learn where to search/look up for help for specific analyses in R.
Afterward i would like to be able to handle large datasets (registers) using R."
Why do you want to attend this course?,"Perform basic statistics in R. Make nice figures. Learn the basics of ""big data"" handling in R - for example in relation to various omics datasets."
Why do you want to attend this course?,"Project management and tidyverse, which will both help the data analyses of my PhD project"
Why do you want to attend this course?,To learn how to manage data and use R projects and GitHub. Also to learn how to make my data analysis project reproducible and how to make publication-quality figures. Additionally to learn how to use collaborative tools and techniques when working in team settings.
Why do you want to attend this course?,To use R in a more efficient and reproducible manner. I am preparing an R pipeline for my data analysis that we want to publish and make accesible to the community as an R package
Why do you want to attend this course?,"Understand R a bit better, and how to reproduce data analysis"
