id,survey_item,response
4ca180a099,I think I learned a lot from this course,Strongly agree
4ca180a099,I think there was a good mix of learning activities that encouraged my active participation,Agree
4ca180a099,I think the content on the website clearly communicated the concepts,Strongly agree
4ca180a099,I think the instructors clearly communicated the concepts,Neutral
4ca180a099,I think there was good alignment between the learning activities,Agree
4ca180a099,"In general, I think this is a good course",Agree
4ca180a099,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
2603f330da,I think I learned a lot from this course,Strongly agree
2603f330da,I think there was a good mix of learning activities that encouraged my active participation,Neutral
2603f330da,I think the content on the website clearly communicated the concepts,Strongly agree
2603f330da,I think the instructors clearly communicated the concepts,Agree
2603f330da,I think there was good alignment between the learning activities,Neutral
2603f330da,"In general, I think this is a good course",Strongly agree
2603f330da,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
feb447c701,I think I learned a lot from this course,Strongly agree
feb447c701,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
feb447c701,I think the content on the website clearly communicated the concepts,Strongly agree
feb447c701,I think the instructors clearly communicated the concepts,Strongly agree
feb447c701,I think there was good alignment between the learning activities,Strongly agree
feb447c701,"In general, I think this is a good course",Strongly agree
feb447c701,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
a812519d6b,I think I learned a lot from this course,Strongly agree
a812519d6b,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
a812519d6b,I think the content on the website clearly communicated the concepts,Strongly agree
a812519d6b,I think the instructors clearly communicated the concepts,Strongly agree
a812519d6b,I think there was good alignment between the learning activities,Strongly agree
a812519d6b,"In general, I think this is a good course",Strongly agree
a812519d6b,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
7c89c82c53,I think I learned a lot from this course,Strongly disagree
7c89c82c53,I think there was a good mix of learning activities that encouraged my active participation,Strongly disagree
7c89c82c53,I think the content on the website clearly communicated the concepts,Strongly disagree
7c89c82c53,I think the instructors clearly communicated the concepts,Strongly disagree
7c89c82c53,I think there was good alignment between the learning activities,Strongly disagree
7c89c82c53,"In general, I think this is a good course",Strongly disagree
7c89c82c53,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly disagree
c9e426b6c1,I think I learned a lot from this course,Strongly agree
c9e426b6c1,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
c9e426b6c1,I think the content on the website clearly communicated the concepts,Strongly agree
c9e426b6c1,I think the instructors clearly communicated the concepts,Agree
c9e426b6c1,I think there was good alignment between the learning activities,Strongly agree
c9e426b6c1,"In general, I think this is a good course",Strongly agree
c9e426b6c1,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
ef4e9eac48,I think I learned a lot from this course,Strongly agree
ef4e9eac48,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
ef4e9eac48,I think the content on the website clearly communicated the concepts,Strongly agree
ef4e9eac48,I think the instructors clearly communicated the concepts,Neutral
ef4e9eac48,I think there was good alignment between the learning activities,Agree
ef4e9eac48,"In general, I think this is a good course",Agree
ef4e9eac48,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
b036605443,I think I learned a lot from this course,Strongly agree
b036605443,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
b036605443,I think the content on the website clearly communicated the concepts,Strongly agree
b036605443,I think the instructors clearly communicated the concepts,Strongly agree
b036605443,I think there was good alignment between the learning activities,Strongly agree
b036605443,"In general, I think this is a good course",Strongly agree
b036605443,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
3c257767b7,I think I learned a lot from this course,Neutral
3c257767b7,I think there was a good mix of learning activities that encouraged my active participation,Agree
3c257767b7,I think the content on the website clearly communicated the concepts,Strongly agree
3c257767b7,I think the instructors clearly communicated the concepts,Strongly agree
3c257767b7,I think there was good alignment between the learning activities,Agree
3c257767b7,"In general, I think this is a good course",Agree
3c257767b7,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Neutral
eb83955fad,I think I learned a lot from this course,Agree
eb83955fad,I think there was a good mix of learning activities that encouraged my active participation,Agree
eb83955fad,I think the content on the website clearly communicated the concepts,Strongly agree
eb83955fad,I think the instructors clearly communicated the concepts,Strongly agree
eb83955fad,I think there was good alignment between the learning activities,Agree
eb83955fad,"In general, I think this is a good course",Strongly agree
eb83955fad,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
6e5113cbec,I think I learned a lot from this course,Strongly agree
6e5113cbec,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
6e5113cbec,I think the content on the website clearly communicated the concepts,Strongly agree
6e5113cbec,I think the instructors clearly communicated the concepts,Strongly agree
6e5113cbec,I think there was good alignment between the learning activities,Strongly agree
6e5113cbec,"In general, I think this is a good course",Strongly agree
6e5113cbec,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
ed452c8606,I think I learned a lot from this course,Agree
ed452c8606,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
ed452c8606,I think the content on the website clearly communicated the concepts,Strongly agree
ed452c8606,I think the instructors clearly communicated the concepts,Neutral
ed452c8606,I think there was good alignment between the learning activities,Neutral
ed452c8606,"In general, I think this is a good course",Agree
ed452c8606,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Agree
e7fe7f5ee6,I think I learned a lot from this course,Strongly agree
e7fe7f5ee6,I think there was a good mix of learning activities that encouraged my active participation,Strongly agree
e7fe7f5ee6,I think the content on the website clearly communicated the concepts,Strongly agree
e7fe7f5ee6,I think the instructors clearly communicated the concepts,Strongly agree
e7fe7f5ee6,I think there was good alignment between the learning activities,Strongly agree
e7fe7f5ee6,"In general, I think this is a good course",Strongly agree
e7fe7f5ee6,"I think this course has given me enough of a solid, basic grasp of the concepts that I feel confident about continuing using and learning them in my work",Strongly agree
